Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone
630448275,"Jul 5, 2016, 3:05:41 AM",Afternoon Run - Running in the rain,Run,Easy day to turn over the legs,3191,9.04,36,false,"",activities/690583957.tcx.gz,75.0,,3191.0,3123.0,9042.0,4.199999809265137,,156.10263061523438,,1.0,39.5,29.100000381469727,-0.004423799924552441,,,85.33675384521484,92.0,163.0,139.14056396484375,,,872.8450317382812,,,36.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1088172.0,,,,,,
631582985,"Jul 6, 2016, 3:13:03 AM","Afternoon Run - Easy days pay, found $10!",Run,"Easy run around the river, keeping it light this week.",4114,11.04,29,false,"",activities/692542313.tcx.gz,75.0,,4114.0,3928.0,11039.400390625,7.099999904632568,,43.482933044433594,,1.2999999523162842,21.399999618530273,12.0,-0.014493540860712528,,,84.72267150878906,90.0,148.0,134.24249267578125,,,1032.2386474609375,,,29.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
631816648,"Jul 6, 2016, 10:38:12 AM",Football Training - Ball work and 5 v 5 games,Run,"",3873,6.36,,false,"",activities/693034166.tcx.gz,75.0,,3873.0,2596.0,6362.10009765625,5.300000190734863,,0.0,,1.0,4.699999809265137,4.5,0.0,,,69.50879669189453,104.0,,,,,587.4534301757812,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1209140.0,,,,,,
633767438,"Jul 8, 2016, 2:47:55 AM",Lunch Run - Match day shake out,Run,8:30 kick off tonight,2360,7.02,,false,"",activities/696379204.tcx.gz,75.0,,2360.0,2295.0,7028.60009765625,4.099999904632568,,64.11090087890625,,3.0,34.29999923706055,10.699999809265137,0.12662599980831146,,,86.92160034179688,94.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
634667304,"Jul 9, 2016, 2:45:24 AM",Morning Run - BTR Adventure run,Run,"",21252,40.12,,false,"",activities/698129102.tcx.gz,75.0,,21252.0,18290.0,40126.69921875,4.699999809265137,,1391.489990234375,,60.79999923706055,362.6000061035156,42.0,0.019189199432730675,,,71.85320281982422,113.0,,,,,4182.697265625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1336916.0,,,,,,
639456999,"Jul 13, 2016, 11:25:43 AM",Lunch Run - Piriformis says no,Run,Got a few hundred mt into the run when things tightened up. Two games of football and a long run in four days have taken its toll I think.,757,1.39,,false,Blue,activities/705497732.tcx.gz,75.0,,757.0,695.0,1389.300048828125,5.400000095367432,,14.213700294494629,,7.199999809265137,22.100000381469727,19.5,-0.014395699836313725,,,52.08430099487305,89.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
640273148,"Jul 14, 2016, 3:34:50 AM",Afternoon Run -  Easy does it,Run,Recovered well after a decent session on the roller and some trigger point massage. ,2761,8.38,,false,"",activities/706367495.tcx.gz,75.0,,2761.0,2728.0,8381.2001953125,4.5,,144.22900390625,,0.10000000149011612,39.599998474121094,27.600000381469727,-0.001193149946630001,,,85.53880310058594,95.0,,,,,810.0441284179688,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
641343450,"Jul 15, 2016, 3:43:13 AM",Afternoon Run - Match day shakeout,Run,Little kick at the end to open up my stride.,2637,8.11,,false,"",activities/707503495.tcx.gz,75.0,,2637.0,2637.0,8118.2001953125,4.800000190734863,,10.39169979095459,,3.0,15.0,13.0,-0.019708799198269844,,,84.6458969116211,95.0,,,,,756.0528564453125,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1088172.0,,,,,,
642325507,"Jul 16, 2016, 7:26:41 AM",Afternoon Run - Playing in the rain,Run,Slight niggle in my right calf from football but otherwise felt good.,2435,8.05,,false,"",activities/708554005.tcx.gz,75.0,,2435.0,2435.0,8051.2001953125,4.5,,68.38739776611328,,3.0,34.400001525878906,10.899999618530273,-0.02359900064766407,,,86.4906997680664,96.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,595105.0,,,,,,
643281413,"Jul 16, 2016, 11:42:52 PM",Morning Run - Dam fine run,Run,Run with Timmy for the first part and then solo out and back to the Dam.,9665,23.05,,false,"",activities/709568269.tcx.gz,75.0,,9665.0,9388.0,23050.80078125,4.199999809265137,,678.5360107421875,,59.20000076293945,250.8000030517578,30.5,0.016919199377298355,,,77.02790069580078,111.0,,,,,2333.8623046875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1127164.0,,,,,,
645746734,"Jul 19, 2016, 3:25:36 AM",Afternoon Run - West End Easy,Run,"",3426,10.41,,false,"",activities/712205964.tcx.gz,75.0,,3426.0,3422.0,10410.7001953125,4.0,,10.81879997253418,,3.0,15.0,13.300000190734863,-0.03073759935796261,,,85.44190216064453,96.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1088172.0,,,,,,
646940925,"Jul 20, 2016, 3:00:04 AM",Afternoon Run - Nothing like a rolled ankle mid run...,Run,5 days till race day and I roll my ankle. Icing it up tonight.,4485,13.40,,false,"",activities/713481726.tcx.gz,75.0,,4485.0,4385.0,13404.7001953125,4.400000095367432,,117.26100158691406,,3.0,39.29999923706055,12.100000381469727,-0.014920099638402462,,,84.18450164794922,97.0,,,,,1247.5771484375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
648075116,"Jul 21, 2016, 2:53:23 AM",Lunch Run - River Loop,Run,"",3478,11.03,,false,"",activities/714688385.tcx.gz,75.0,,3478.0,3478.0,11031.7998046875,6.400000095367432,,132.36399841308594,,0.20000000298023224,38.29999923706055,33.0,-0.0036258799955248833,,,85.78089904785156,96.0,,,,,1067.34814453125,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1088172.0,,,,,,
649212045,"Jul 22, 2016, 2:42:42 AM",Lunch Run - Last run before Flinders Tour,Run,"Hot day, easy KP Loop",2693,8.05,,false,"",activities/715900199.tcx.gz,75.0,,2693.0,2663.0,8058.2998046875,4.699999809265137,,113.46099853515625,,0.20000000298023224,32.900001525878906,28.799999237060547,0.0024819099344313145,,,85.21299743652344,106.0,,,,,770.640380859375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
651259820,"Jul 23, 2016, 11:00:50 PM",Flinders Tour 26km (Trail half marathon PB),Run,"",8621,26.91,,false,"",activities/718107013.tcx.gz,75.0,,8621.0,8589.0,26917.5,8.600000381469727,,358.7820129394531,,25.700000762939453,131.60000610351562,26.200000762939453,-0.013374200090765953,,,85.6270980834961,99.0,,,,,2543.164794921875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1336916.0,,,,,,
652851861,"Jul 25, 2016, 9:04:41 AM",Football Training - Light session,Run,"",4435,4.25,,false,"",activities/719815147.tcx.gz,75.0,,4435.0,1740.0,4258.2001953125,4.5,,0.0,,1.100000023841858,4.699999809265137,4.300000190734863,0.009393639862537384,,,66.41280364990234,96.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1209140.0,,,,,,
654817447,"Jul 27, 2016, 1:57:23 AM",Lunch Run - Easy KP Loop,Run,"",2253,6.54,,false,"",activities/721920723.tcx.gz,75.0,,2253.0,2253.0,6539.89990234375,4.199999809265137,,67.36160278320312,,0.20000000298023224,28.899999618530273,27.899999618530273,-0.007645380217581987,,,86.36170196533203,95.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
656171922,"Jul 28, 2016, 9:37:41 AM",Evening Run - Ankle testing,Run,"Still not 100%, swelling gone down just bruised now.",1702,4.86,,false,"",activities/723373135.tcx.gz,75.0,,1702.0,1678.0,4861.10009765625,4.099999904632568,,23.184600830078125,,3.0,26.899999618530273,8.5,0.00411428976804018,,,78.464599609375,99.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
659060803,"Jul 30, 2016, 8:38:15 PM",Morning Run - Long mixed effort,Run,"Took poles today and used them on most climbs, ankle gave me a bit of grief so took it fairly easy for the most part.",10613,25.52,,false,"",activities/726470499.tcx.gz,75.0,,10613.0,10407.0,25525.0,4.5,,820.8900146484375,,60.5,263.8999938964844,41.29999923706055,0.01567089930176735,,,72.47239685058594,106.0,,,,,2577.933349609375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1127164.0,,,,,,
661547650,"Aug 2, 2016, 1:48:22 AM",Lunch Run - Running with Chambo,Run,"Casual river loop, ankle felt good today.",4046,10.92,,false,"",activities/729611589.tcx.gz,75.0,,4046.0,3533.0,10923.599609375,6.300000190734863,,133.3560028076172,,2.0,40.599998474121094,44.29999923706055,-0.002746349899098277,,,85.30239868164062,96.0,,,,,1058.0408935546875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
662804148,"Aug 3, 2016, 6:46:35 AM",Afternoon Run - Shaking out the desk bound legs,Run,WINDY! ,1822,6.13,,false,"",activities/730962551.tcx.gz,75.0,,1822.0,1822.0,6129.60009765625,4.900000095367432,,56.037899017333984,,3.0,35.0,8.300000190734863,0.0,,,86.63089752197266,97.0,,,,,571.7969360351562,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
663828120,"Aug 4, 2016, 1:52:18 AM",Lunch Run - Pacing a mate around the river,Run,Plus a few km solo with a walking cool down,4275,12.65,,false,"",activities/732066038.tcx.gz,75.0,,4275.0,4114.0,12653.900390625,6.400000095367432,,254.39500427246094,,1.7999999523162842,40.900001525878906,46.29999923706055,-0.0015805399743840098,,,81.04350280761719,98.0,,,,,1253.1522216796875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
664987810,"Aug 5, 2016, 2:49:47 AM",Lunch Run - KP Loop,Run,Love opening up my stride to end these runs. ,2449,8.04,,false,"",activities/733317770.tcx.gz,75.0,,2449.0,2446.0,8046.10009765625,6.199999809265137,,116.82599639892578,,0.10000000149011612,29.899999618530273,30.299999237060547,0.03728510066866875,,,85.98139953613281,98.0,,,,,778.841796875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
665985024,"Aug 6, 2016, 3:36:51 AM",Afternoon Run - Easy Hour,Run,"",3473,10.83,,false,"",activities/734413566.tcx.gz,75.0,,3473.0,3473.0,10829.0,3.700000047683716,,92.2605972290039,,3.0,48.0,12.300000190734863,-0.001846889965236187,,,85.25039672851562,95.0,,,,,1010.0947265625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
667084331,"Aug 6, 2016, 8:58:20 PM",Morning Run - Solo adventures,Run,Had very little motivation this morning to run but knew I needed to get out for a few hours.,11281,28.12,,false,"",activities/735601534.tcx.gz,75.0,,11281.0,10817.0,28126.099609375,4.400000095367432,,911.0469970703125,,60.900001525878906,264.0,33.599998474121094,0.005688670091331005,,,77.87670135498047,120.0,,,,,2860.809326171875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1127164.0,,,,,,
668507777,"Aug 8, 2016, 3:57:27 AM",Afternoon Run - Easy KP Loop,Run,"Little recovery run, note to self.. Don't eat a spicy noodle stir fry before a run.",1747,5.17,,false,"",activities/737152569.tcx.gz,75.0,,1747.0,1747.0,5176.39990234375,4.0,,41.49380111694336,,0.6000000238418579,26.200000762939453,20.0,-0.011591100133955479,,,85.25420379638672,93.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
669712656,"Aug 9, 2016, 6:38:39 AM",Run Commute - Chasing the 220 home,Run,"",4341,13.12,,false,"",activities/738467885.tcx.gz,75.0,,4341.0,4135.0,13123.2001953125,5.0,,125.85099792480469,,3.0,34.599998474121094,16.700000762939453,-0.03657640144228935,,,85.77660369873047,112.0,,,,,1224.474853515625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
670701766,"Aug 9, 2016, 8:35:45 PM",Morning Run - BTR Ekka Day Group Run,Run,"",13875,26.81,,false,"",activities/739529262.tcx.gz,75.0,,13875.0,10710.0,26809.599609375,5.400000095367432,,834.8070068359375,,60.900001525878906,252.89999389648438,31.0,0.000746001023799181,,,75.20169830322266,111.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1605321.0,,,,,,
672974634,"Aug 12, 2016, 2:06:37 AM",Lunch Run - Easy KP Loop,Run,"Without checking the watch I ran some pretty consistent splits, that never happens.",2145,6.52,,false,"",activities/741997380.tcx.gz,75.0,,2145.0,2145.0,6520.60009765625,4.599999904632568,,68.78369903564453,,0.0,29.399999618530273,28.100000381469727,-0.009201610460877419,,,85.60769653320312,95.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
675195546,"Aug 14, 2016, 4:20:04 AM",Afternoon Run - Horrible Hour...,Run,Hamstrings tight and generally feeling awful,3380,10.15,,false,"",activities/744429238.tcx.gz,75.0,,3380.0,3380.0,10154.400390625,3.799999952316284,,58.4203987121582,,3.0,34.70000076293945,10.0,0.0009847950423136353,,,84.41130065917969,92.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
676729835,"Aug 15, 2016, 9:07:01 AM",Football Training - Circuits and Ball work,Run,"",4798,6.38,,false,"",activities/746091281.tcx.gz,75.0,,4798.0,2427.0,6381.39990234375,7.900000095367432,,0.0,,2.700000047683716,4.099999904632568,2.5999999046325684,-0.0015670499997213483,,,65.2134017944336,98.0,,,,,588.3104248046875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1209140.0,,,,,,
677593944,"Aug 16, 2016, 2:02:00 AM",Lunch Run - West End Loop,Run,"",3405,10.63,,false,"",activities/747024569.tcx.gz,75.0,,3405.0,3405.0,10636.7998046875,4.5,,10.933300018310547,,3.0,15.0,13.600000381469727,0.0018802599515765905,,,85.30449676513672,94.0,,,,,989.7109375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
678812511,"Aug 17, 2016, 1:59:38 AM",Lunch Run - KP Loop,Run,Working thru a few niggles,2054,6.55,,false,"",activities/748345485.tcx.gz,75.0,,2054.0,2054.0,6555.5,5.199999809265137,,78.2134017944336,,0.10000000149011612,29.799999237060547,28.600000381469727,-0.00457631004974246,,,85.64649963378906,94.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
680039257,"Aug 18, 2016, 2:04:02 AM",Lunch Run - West End Loop Easy,Run,Easy run to stretch out the legs after a good night of stretching and trigger point massage.,3520,10.64,,false,Blue,activities/749664728.tcx.gz,75.0,,3520.0,3520.0,10640.7998046875,4.800000190734863,,10.862500190734863,,3.0,15.0,12.0,0.0,,,85.29889678955078,95.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
681186548,"Aug 19, 2016, 2:10:35 AM",Lunch Run - KP Loop,Run,"",2568,8.07,,false,Blue,activities/750911775.tcx.gz,75.0,,2568.0,2568.0,8074.5,4.699999809265137,,115.20999908447266,,0.0,29.5,32.400001525878906,0.0012384699657559395,,,85.6427001953125,95.0,,,,,779.9015502929688,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
683112599,"Aug 20, 2016, 8:29:17 PM",Morning Run - BTR Group Run,Run,"",5516,8.42,,false,"",activities/752990080.tcx.gz,75.0,,5516.0,3426.0,8424.900390625,4.400000095367432,,468.0350036621094,,56.599998474121094,232.89999389648438,44.0,0.27300000190734863,,,81.19249725341797,119.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1605321.0,,,,,,
691432856,"Aug 28, 2016, 1:48:40 AM",Lunch Run - Testing out my back,Run,First run back after damaging discs in my back. Felt ok so didn't push it. 6 days till WECH50. ,1733,5.09,,false,"",activities/761918463.tcx.gz,75.0,,1733.0,1733.0,5093.2001953125,3.5999999046325684,,23.134700775146484,,3.0,26.899999618530273,8.600000381469727,-0.005890210159122944,,,84.82540130615234,92.0,,,,,472.70697021484375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
692778194,"Aug 29, 2016, 1:57:22 AM",Taper Week - Mail drop off and ice cream run,Run,"Walking cool down at the end, with ice cream :)",2994,7.56,,false,"",activities/763368059.tcx.gz,75.0,,2994.0,2584.0,7560.10009765625,4.0,,37.5536003112793,,2.299999952316284,26.899999618530273,7.400000095367432,0.001322729978710413,,,78.0248031616211,101.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
693875407,"Aug 30, 2016, 2:07:04 AM",Taper Week - A few hills repeats and walking cool down,Run,One more run to go before I start to rest before the big day.,2637,7.86,,false,"",activities/764555318.tcx.gz,75.0,,2637.0,2637.0,7863.5,3.9000000953674316,,58.72829818725586,,3.0,27.100000381469727,8.5,-0.001271700020879507,,,80.0707015991211,126.0,,,,,735.8441772460938,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
694958935,"Aug 30, 2016, 10:39:19 PM",Taper Week - And i'm done!,Run,"Time for beer, pizza and ice cream :)",1704,5.46,,false,"",activities/765751253.tcx.gz,75.0,,1704.0,1704.0,5459.89990234375,3.9000000953674316,,32.29790115356445,,3.0,25.799999237060547,8.199999809265137,-0.0054946099407970905,,,86.16280364990234,95.0,,,,,506.1578063964844,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
698486512,"Sep 2, 2016, 8:32:25 PM",WECH50 - First Ultra under the belt,Run,"",23826,49.86,,false,"",activities/769615840.tcx.gz,75.0,,23826.0,22693.0,49866.6015625,5.300000190734863,,2572.949951171875,,113.4000015258789,946.2000122070312,50.0,-0.10126999765634537,,,72.82129669189453,112.0,,,,,5702.1103515625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1605321.0,,,,,,
700961873,"Sep 5, 2016, 1:31:29 AM",Lunch Run - Shake Out,Run,Quads are still a bit sore but otherwise not too bad. ,1553,5.02,,false,"",activities/772257855.tcx.gz,75.0,,1553.0,1553.0,5027.5,4.0,,31.252899169921875,,3.0,35.0,8.199999809265137,-0.03779210150241852,,,85.4583969116211,94.0,,,,,467.34381103515625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
702154935,"Sep 6, 2016, 5:15:04 AM",Afternoon Run - Easy recovery,Run,Trying to keep the legs turning over and HR low,3461,10.11,,false,"",activities/773546699.tcx.gz,75.0,,3461.0,3461.0,10114.7001953125,3.700000047683716,,81.83799743652344,,3.0,34.5,10.300000190734863,-0.001977320061996579,,,83.82550048828125,92.0,,,,,940.84326171875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
703500552,"Sep 7, 2016, 9:07:48 AM",Football Training - Grand Final tune up ,Run,"Last session for the year, grand final this Saturday. ",3942,3.58,,false,"",activities/774986969.tcx.gz,75.0,,3942.0,1448.0,3587.60009765625,5.099999904632568,,0.0,,1.2999999523162842,3.799999952316284,3.299999952316284,0.002787380013614893,,,63.52840042114258,93.0,,,,,330.82208251953125,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1209140.0,,,,,,
704556332,"Sep 8, 2016, 5:42:46 AM","Afternoon Run - Easy effort, offsetting Waffles & Ice Cream  ",Run,"",3964,11.14,,false,"",activities/776122629.tcx.gz,75.0,,3964.0,3818.0,11148.099609375,3.700000047683716,,102.63200378417969,,3.0,48.0,12.300000190734863,0.0008970139897428453,,,83.99710083007812,96.0,,,,,1038.2100830078125,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
707775498,"Sep 11, 2016, 1:23:18 AM",Lunch Run - Recovery run on tired legs,Run,"",3679,10.53,,false,"",activities/779661808.fit.gz,75.0,,3679.0,3551.0,10538.0,4.199999809265137,,87.8198013305664,,5.199999809265137,39.0,10.800000190734863,0.0018978900043293834,,,84.35070037841797,95.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
709610848,"Sep 12, 2016, 10:10:07 AM",Evening Run - Easy jog around the block,Run,"First day back at work, no chance to run during the day.",1758,4.84,,false,"",activities/781688046.fit.gz,75.0,,1758.0,1758.0,4846.2998046875,3.9000000953674316,,23.139999389648438,,3.0,26.899999618530273,8.600000381469727,0.004126859828829765,,,83.0707015991211,92.0,,,,,450.397216796875,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1481080.0,,,,,,
710345126,"Sep 13, 2016, 1:57:02 AM",Lunch Run - KP Loop,Run,Start of adding more speed into these runs. ,1992,6.53,,false,Blue,activities/782494062.fit.gz,75.0,,1992.0,1992.0,6533.10009765625,5.300000190734863,,78.40080261230469,,0.800000011920929,28.899999618530273,28.799999237060547,0.0,,,86.572998046875,97.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
711789079,"Sep 14, 2016, 9:31:10 AM",Evening Run - Local loop,Run,"",1750,5.56,,false,"",activities/784108518.fit.gz,75.0,,1750.0,1750.0,5568.0,4.400000095367432,,23.119300842285156,,3.0,26.899999618530273,10.0,0.005387930199503899,,,85.40670013427734,102.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1302276.0,,,,,,
712730754,"Sep 15, 2016, 1:59:13 AM",Lunch Run - Back to base... building,Run,"Time to reset the legs, have a few easier recovery type weeks before Blackall.",3586,10.13,,false,Blue,activities/785139128.fit.gz,75.0,,3586.0,3586.0,10131.900390625,4.099999904632568,,10.947400093078613,,3.0,15.0,12.899999618530273,-0.00197396008297801,,,85.07980346679688,98.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
713854280,"Sep 16, 2016, 2:09:37 AM",Lunch Run - KP Loop ,Run,"Starting to warm up, not really looking forward to summer lunch time runs",2936,8.22,,false,Blue,activities/786395124.fit.gz,75.0,,2936.0,2936.0,8225.900390625,4.199999809265137,,116.6709976196289,,0.10000000149011612,29.100000381469727,31.600000381469727,0.0,,,84.62650299072266,95.0,,,,,795.8529052734375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
715948133,"Sep 17, 2016, 9:05:19 PM",BTR Group Run - Pinnacles Loop,Run,"First hit out on trails after coastal high, felt good.",8616,19.04,,false,"",activities/788741284.fit.gz,75.0,,8616.0,7260.0,19047.19921875,5.300000190734863,,825.35498046875,,93.5,362.6000061035156,43.900001525878906,-0.060901299118995667,,,81.9625015258789,122.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1605321.0,,,,,,
717364109,"Sep 19, 2016, 2:20:45 AM",Lunch Run - KP Loop easy,Run,"",2935,8.22,,false,Blue,activities/790313584.fit.gz,75.0,,2935.0,2935.0,8220.0,4.800000190734863,,116.35399627685547,,0.20000000298023224,29.399999618530273,31.799999237060547,0.0,,,83.97149658203125,94.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
718373635,"Sep 20, 2016, 1:59:44 AM",Lunch Run - West End Loop,Run,Little surge at the end to dodge all the tourists,3620,10.03,,false,Blue,activities/791477425.fit.gz,75.0,,3620.0,3556.0,10036.599609375,4.800000190734863,,10.777799606323242,,3.0,15.0,10.5,-0.009963530115783215,,,84.1760025024414,105.0,,,,,933.6094360351562,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
719538917,"Sep 21, 2016, 1:51:57 AM",Lunch Run - KP Loop,Run,Easy effort on a cool/rainy day.,2975,8.23,,false,Blue,activities/792776893.fit.gz,75.0,,2975.0,2975.0,8234.900390625,6.5,,81.0,,12.0,25.0,21.100000381469727,0.036430299282073975,,,83.239501953125,93.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
720661633,"Sep 22, 2016, 2:10:11 AM",Lunch Run - Alternate River Loop,Run,"Sth Bank is a nightmare currently, tourists and kids everywhere.",3612,10.43,,false,Blue,activities/794026567.fit.gz,75.0,,3612.0,3612.0,10430.0,5.599999904632568,,92.0,,7.0,25.0,41.70000076293945,0.047938600182533264,,,84.39179992675781,95.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
721733157,"Sep 23, 2016, 1:51:33 AM","Lunch Run - Taper for a training run??? Flat battery, missing 2.5km.",Run,Add another 2.5km for the jog back to work,693,2.01,,false,Blue,activities/795264344.fit.gz,75.0,,693.0,690.0,2013.5999755859375,4.699999809265137,,16.0,,12.0,28.0,10.0,-0.6952720284461975,,,85.10030364990234,93.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
721739452,"Sep 23, 2016, 2:00:00 AM","Lunch Run - Missing Km, jog back to work",Run,"",780,2.50,,false,Blue,,75.0,,780.0,780.0,2500.0,,,,,,,,0.0,,,,,,,,,230.37750244140625,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924395.0,,,,,,
722728317,"Sep 23, 2016, 9:08:05 PM",BTR Group Run - Blackall 50 training,Run,"",16893,35.38,,false,"",activities/796442394.fit.gz,75.0,,16893.0,14826.0,35388.80078125,5.099999904632568,,1184.739990234375,,133.10000610351562,484.20001220703125,48.79999923706055,-0.0008477260125800967,,,78.65740203857422,113.0,,,,,3733.11083984375,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1605321.0,,,,,,
723989301,"Sep 25, 2016, 6:38:07 AM",Afternoon Run - Recovery run/walk,Run,Stopped to water the bushes at 4km and then just explored. Found a nice little single track section.,3221,7.01,,false,"",activities/797888370.fit.gz,75.0,,3221.0,3143.0,7009.0,3.4000000953674316,,94.0,,11.0,40.0,25.0,0.05706949904561043,,,65.79290008544922,94.0,,,,,671.3937377929688,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,924397.0,,,,,,
